R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
1,0,-190,165,52.63157895,165,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,FALSE,Featherweight,MALE,3,0,1,0,18.5,0.39,1,2,0.115,1,1,4,0,0,0,1,0,0,0,1,Orthodox,175.26,175.26,145,1,0,0,6,0.495,1,0,0,1,1,2,0,0,0,0,0,1,0,1,Orthodox,185.42,187.96,145,25,31,1,1,0,0,0,2,0,0,-1,-10.16,-12.7,-6,12.5,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3,5:00,900,400,285,350,600,175,500
1,0,-235,195,42.55319149,195,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,FALSE,Middleweight,MALE,3,1,0,0,37,0.5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,1,0,0,42,0.82,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,190.5,190.5,185,27,26,0,0,0,0,0,-1,0,0,0,-12.7,-7.62,1,-5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,2:52,172,170,,810,,240,
1,0,100,-120,100,83.33333333,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,1,0,0,54,0.45,0.5,2.25,0.4225,1,2,11,0,0,0,0,0,2,0,2,Orthodox,175.26,180.34,155,27,26,1,0,-1,-2,2,-11,0,0,-2,-2.54,0,1,-54,-0.5,-2.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2,3:24,504,285,216,594,634,425,350
1,0,240,-280,240,35.71428571,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,FALSE,Bantamweight,MALE,3,1,0,0,6.5,0.52,1,0.5,0.25,1,1,3,0,0,0,0,0,1,0,1,Southpaw,177.8,180.34,125,0,1,0,80,0.55,1,2,0.66,1,0,3,0,0,0,1,0,0,0,1,Southpaw,167.64,185.42,135,23,25,-1,-1,0,0,-1,0,0,0,1,10.16,-5.08,-2,-73.5,0,-1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,375,361,970,100,900,495
1,0,-460,365,21.73913043,365,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,TRUE,Heavyweight,MALE,5,0,5,0,42.88888889,0.603333333,0.111111111,0.555555556,0.147777778,5,2,20,1,0,0,2,4,1,0,7,Orthodox,193.04,195.58,231,0,4,0,48.33333333,0.595833333,0.25,2.416666667,0.410833333,7,1,24,5,0,0,2,9,0,0,11,Orthodox,185.42,195.58,240,32,37,0,1,-2,-4,-1,-4,-4,-5,1,7.62,0,-5,-5.44444444,-0.138888889,-1.861111111,0,1,1,0,,,,,0,,,,,,,,4,,,,,1,,,,,,,,14,Red,SUB,Guillotine Choke,3,2:13,733,300,1000,1425,750,-150,1050
1,0,-170,150,58.82352941,150,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Lightweight,MALE,3,1,0,0,48,0.34,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,155,1,0,0,55.33333333,0.313333333,0,1,0.706666667,1,2,10,2,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145,33,31,0,0,-1,-1,1,-7,-2,0,0,0,-10.16,2,-7.33333333,0,-1,0,1,9,4,,,,,,,,,4,,,,,,,,,,,,,9,,,,,Red,S-DEC,,3,5:00,900,125,275,750,675,475,600
1,0,-500,400,20,400,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Middleweight,MALE,3,1,0,0,24.94444444,0.523888889,0.777777778,1.611111111,0.497222222,4,7,38,1,0,0,4,4,3,0,11,Orthodox,182.88,187.96,185,1,0,0,36.5,0.413333333,0.333333333,1,0.333333333,5,1,14,1,0,2,1,0,2,0,5,Southpaw,175.26,180.34,185,23,36,0,0,-1,6,-6,24,0,4,1,7.62,7.62,-13,-11.55555556,0.444444445,0.611111111,0,1,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2,5:00,600,150,850,350,1000,200,925
1,0,155,-175,155,57.14285714,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Featherweight,MALE,3,0,1,0,29.5,0.3,2.5,3.5,0.56,1,1,6,0,0,0,0,0,1,0,1,Switch,175.26,175.26,145,0,1,0,34,0.4,5,2,0.33,1,0,3,1,0,0,1,0,0,0,1,Orthodox,180.34,180.34,145,22,28,0,0,0,0,-1,3,-1,0,1,-5.08,-5.08,-6,-4.5,-2.5,1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,300,220,1000,225,950,425
1,0,-235,195,42.55319149,195,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,107,0.67,0,0,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,160.02,162.56,115,0,1,0,96,0.48,0,1,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,154.94,152.4,115,25,30,0,0,0,0,0,0,0,0,0,5.08,10.16,-5,11,0,-1,0,1,15,5,,,5,,,,,,,,,,,,,15,,,,,,,,,,,Red,U-DEC,,3,5:00,900,100,400,300,1500,800,700
1,0,-1275,825,7.843137255,825,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Flyweight,MALE,3,0,1,0,31.83333333,0.483333333,0.5,1,0.415,1,3,18,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,125,0,2,0,61,0.51,0.5,3,0.425,2,0,6,0,0,0,2,0,0,0,2,Orthodox,162.56,162.56,135,28,30,0,-1,-1,1,-3,12,0,0,0,5.08,5.08,-2,-29.16666667,0,-2,0,1,13,7,,,,,,,,,,,,7,,,,,,,,,,,,,13,,Red,U-DEC,,3,5:00,900,-185,1550,370,2615,482,1950
1,0,120,-140,120,71.42857143,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Lightweight,MALE,3,1,0,0,34.25,0.3375,0.25,0,0,1,3,9,0,0,0,0,0,1,0,1,Southpaw,172.72,177.8,155,0,1,0,37.77777778,0.412222222,0.777777778,1.111111111,0.318888889,2,5,25,1,0,0,3,1,0,0,4,Orthodox,175.26,177.8,155,29,26,-1,-1,-1,-3,2,-16,-1,-1,1,-2.54,0,3,-3.52777778,-0.527777778,-1.111111111,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,0:54,54,220,148,550,772,771,685
1,0,-160,150,62.5,150,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Bantamweight,MALE,3,1,0,0,14,0.4,0,2,0.66,0,1,2,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,135,0,1,0,38,0.29,1,1,0.5,1,0,3,1,0,0,1,0,0,0,1,Orthodox,167.64,170.18,135,25,33,-1,-1,-1,-1,-1,-1,-1,0,0,5.08,15.24,-8,-24,-1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,0:23,23,293,350,420,740,295,525
1,0,415,-525,415,19.04761905,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Lightweight,MALE,3,0,2,0,36,0.35,0,2,0.4,2,0,5,0,0,0,0,1,1,0,2,Orthodox,177.8,182.88,155,0,1,0,47,0.4,0,2,0.28,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,33,25,0,1,1,1,0,2,0,1,1,2.54,5.08,8,-11,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,675,168,1320,326,1325,175
1,0,-110,-110,90.90909091,90.90909091,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Welterweight,MALE,3,0,3,0,38.33333333,0.41,0.333333333,2.666666667,0.333333333,3,0,8,0,0,1,1,0,1,0,3,Orthodox,185.42,190.5,170,0,1,0,30,0.57,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,170,30,27,0,2,2,2,0,7,0,-1,1,0,5.08,3,8.33333333,0.333333333,2.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,476,300,870,350,190,600
1,0,215,-255,215,39.21568627,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Featherweight,MALE,3,0,1,0,65,0.32,1,2,0.35,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,145,0,1,0,23,0.37,5,0,0,1,0,3,0,0,0,0,0,1,0,1,Southpaw,172.72,180.34,145,26,22,0,0,0,0,-1,3,0,0,-1,7.62,5.08,4,42,-4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,425,149,650,791,1300,255
1,0,-185,160,54.05405405,160,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,FALSE,Middleweight,MALE,5,2,0,0,29.78571429,0.457857143,0.357142857,1,0.281428571,4,7,38,3,0,2,3,2,0,0,7,Orthodox,180.34,187.96,185,1,0,0,28.625,0.50375,0.6875,1.1875,0.18375,4,7,38,0,0,2,3,4,0,0,9,Orthodox,182.88,187.96,185,34,44,-1,0,0,-2,0,0,3,-2,0,-2.54,0,-10,1.16071429,-0.330357143,-0.1875,0,1,,13,,,,,,,13,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,0:28,28,500,700,500,1500,115,275
1,0,145,-165,145,60.60606061,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,3,0,23.16666667,0.554166667,0.333333333,0,0,5,3,19,0,0,0,1,8,0,0,9,Switch,190.5,200.66,265,0,2,0,22.71428571,0.457142857,0.285714286,1,0.121428571,2,3,15,0,0,0,1,3,0,0,4,Orthodox,193.04,198.12,265,33,36,0,1,3,5,0,4,0,5,0,-2.54,2.54,-3,0.45238096,0.047619047,-1,0,1,13,9,,,,,9,,,,,,,,,,,,,13,,,,,,,,,Red,SUB,Guillotine Choke,1,1:54,114,775,390,1100,2000,240,110
1,0,-250,230,40,230,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,FALSE,Lightweight,MALE,3,0,2,0,18.4,0.36,0.6,0,0,2,3,6,0,0,0,0,0,2,0,2,Orthodox,177.8,190.5,155,0,1,0,42.33333333,0.478333333,0.666666667,0.916666667,0.2025,4,3,25,0,0,0,3,3,3,0,9,Southpaw,175.26,182.88,155,26,27,0,1,-2,-7,0,-19,0,-3,-1,2.54,7.62,-1,-23.93333333,-0.066666667,-0.916666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,2:38,158,226,480,320,700,290,500
1,0,-145,125,68.96551724,125,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,3,0.5,2,1,0.33,0,1,1,0,0,0,0,0,0,0,0,Switch,172.72,175.26,145,0,2,0,19.06666667,0.440666667,1,2.266666667,0.490666667,2,6,33,0,0,0,4,1,4,0,9,Orthodox,170.18,172.72,145,30,24,-1,-2,-2,-9,5,-32,0,-1,-4,2.54,2.54,6,-16.06666667,1,-1.266666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,4:10,850,157,517,490,350,632,550
1,0,-200,170,50,170,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,4,0.44,0,1,1,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,1,0,0,62,0.31,0,0,0,0,1,5,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,28,29,0,0,0,0,0,-4,-1,0,0,5.08,10.16,-1,-58,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,1:37,97,220,260,362,1345,400,500
1,0,-135,125,74.07407407,125,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,FALSE,Bantamweight,MALE,3,2,0,0,43.45454545,0.499090909,1.090909091,0.181818182,0.181818182,2,6,29,0,0,2,1,0,2,0,5,Southpaw,177.8,185.42,145,2,0,0,39.42857143,0.431428571,0.571428571,0.714285714,0.25,2,4,16,0,0,0,1,2,0,0,3,Orthodox,172.72,172.72,135,33,26,0,0,0,2,-2,13,0,-2,2,5.08,12.7,7,4.02597402,0.51948052,-0.532467532,0,1,,11,,,,,,,,,,,11,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,0:21,21,320,320,955,500,185,600
1,0,-115,-105,86.95652174,95.23809524,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,1,0,20.5,0.705,0,0.5,0.375,2,1,5,0,0,0,0,3,0,0,3,Orthodox,190.5,200.66,260,0,2,0,24,0.46625,0,0.625,0.21875,2,3,14,0,0,0,0,5,0,0,5,Southpaw,182.88,190.5,260,30,30,0,-1,0,-2,2,-9,0,-2,0,7.62,10.16,0,-3.5,0,-0.125,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2,0:48,348,721,1200,755,2105,165,110
1,0,115,-135,115,74.07407407,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,1,0,28,0.47,0.333333333,2,0.25,1,1,5,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,0,1,0,34.14285714,0.545714286,0.142857143,1.428571429,0.188571429,4,2,19,0,0,2,2,1,0,0,5,Southpaw,182.88,185.42,170,34,27,0,0,-3,-3,1,-14,0,0,0,0,0,7,-6.14285714,0.19047619,0.571428571,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,1,5:00,300,170,230,770,601,1250,375
1,0,-170,150,58.82352941,150,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,11,0.41,0.5,0.5,0.5,1,1,2,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,0,2,0,23.5,0.36,0.5,2.5,0.72,2,0,4,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155,27,25,0,-1,-1,-1,-1,-2,0,0,0,0,2.54,2,-12.5,0,-2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,220,325,225,1355,680,400
1,0,-210,175,47.61904762,175,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,FALSE,Lightweight,MALE,3,2,0,0,24,0.47,0.833333333,1.5,0.083333333,1,4,14,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155,1,0,0,27.6,0.33,1,0,0,2,2,10,0,0,0,1,2,0,0,3,Orthodox,177.8,182.88,155,29,32,-1,0,-1,-1,-2,4,0,-2,1,0,-5.08,-3,-3.6,-0.166666667,1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3,4:58,898,134,485,675,555,379,700
1,0,-175,155,57.14285714,155,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,15,0.42,1,2,0.66,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,0,1,0,33,0.32,1,0,0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,180.34,185.42,185,31,26,-1,-1,-1,-1,-1,-1,0,0,-1,10.16,12.7,5,-18,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,500,385,260,830,242,350
1,0,150,-170,150,58.82352941,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,33,0.45,0,0,0,0,1,3,1,0,0,0,0,0,0,0,Southpaw,172.72,172.72,135,1,0,0,38,0.34,2,3,0.75,0,1,3,1,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,24,22,0,0,0,0,0,0,0,0,0,0,-2.54,2,-5,-2,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:34,154,270,180,569,889,1450,255
1,0,-350,290,28.57142857,290,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,FALSE,Welterweight,MALE,5,0,2,0,37.57894737,0.466315789,0.263157895,0.578947368,0.315263158,7,6,45,1,0,0,4,7,1,1,13,Orthodox,175.26,177.8,170,1,0,0,51,0.373,0.9,0.4,0.125,5,4,30,2,0,1,1,4,0,0,6,Orthodox,187.96,190.5,170,31,31,1,2,2,7,-2,15,-1,4,1,-12.7,-12.7,0,-13.42105263,-0.636842105,0.178947368,0,1,12,4,,,,,,,,4,,,,,,,,,,,,,12,,,,,,Red,KO/TKO,,2,5:00,600,205,525,400,1800,230,450
1,0,225,-265,225,37.73584906,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,FALSE,Featherweight,MALE,3,0,3,0,22.16666667,0.5075,1.416666667,1.166666667,0.330833333,3,5,23,0,0,0,1,0,6,0,7,Orthodox,177.8,187.96,155,0,1,0,41.28571429,0.522857143,1.142857143,3.5,0.338571429,4,5,38,0,0,1,6,1,1,0,9,Orthodox,172.72,172.72,155,30,25,0,2,-1,-2,0,-15,0,-1,5,5.08,15.24,5,-19.11904762,0.273809524,-2.333333333,0,1,8,9,,,,,,,,,,9,,,,,,,,,,,,,8,,,,Blue,SUB,Guillotine Choke,3,1:10,670,325,224,1000,170,1200,448
1,0,160,-185,160,54.05405405,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,3,1,0,0,29,0.38,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,170,1,0,0,30.75,0.42,0,0,0,2,2,9,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,155,32,27,0,0,-2,-2,1,-6,0,-1,0,2.54,10.16,5,-1.75,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:51,171,291,224,2200,170,424,448
1,0,235,-275,235,36.36363636,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,28.66666667,0.703333333,0,0.333333333,0.25,1,3,12,0,0,0,1,2,0,0,3,Orthodox,185.42,185.42,205,1,0,0,33.5,0.51,0,2.5,0.385,1,1,6,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,205,35,33,0,0,0,2,-2,6,0,2,0,0,-5.08,2,-4.83333333,0,-2.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,530,154,1050,1720,575,170
1,0,215,-255,215,39.21568627,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,FALSE,Lightweight,MALE,3,1,0,0,50.83333333,0.376666667,0,1.833333333,0.468333333,3,2,17,1,0,0,3,1,0,0,4,Southpaw,180.34,177.8,155,0,2,0,27.55555556,0.528888889,0.555555556,0.888888889,0.322222222,2,3,21,0,0,1,2,1,2,0,6,Southpaw,175.26,177.8,155,36,28,-1,-2,1,-2,1,-4,1,0,-2,5.08,0,8,23.27777777,-0.555555556,0.944444444,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,335,-105,1295,570,1255,470
1,0,-130,110,76.92307692,110,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,170,1,0,0,8,0.33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,31,22,1,0,0,0,1,-1,0,0,0,5.08,5.08,9,-8,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,224,375,170,1155,448,250
1,0,-105,-115,95.23809524,86.95652174,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,FALSE,Flyweight,MALE,3,0,2,0,22.75,0.35,0.5,4.25,0.555,2,1,10,0,0,0,2,0,1,0,3,Southpaw,162.56,165.1,125,0,2,0,9,0.346,0.2,1.4,0.25,2,2,10,0,0,0,2,0,1,0,3,Orthodox,165.1,170.18,125,30,30,0,0,0,0,1,0,0,0,0,-2.54,-5.08,0,13.75,0.3,2.85,0,1,12,4,,,,,,,,,,,,4,,,,,,,,,,,,,12,,Red,U-DEC,,3,5:00,900,140,180,706,825,660,905
1,0,230,-270,230,37.03703704,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,28,30,0,0,0,0,0,0,0,0,0,0,2.54,-2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,100,,429,,400
1,0,345,-430,345,23.25581395,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,FALSE,Featherweight,MALE,3,0,2,0,30.5,0.45,0,2,0.58,2,0,6,0,1,0,1,0,0,0,2,Orthodox,172.72,177.8,145,1,0,0,28,0.382,0.4,0,0,3,2,11,0,0,0,0,2,1,0,3,Southpaw,182.88,182.88,145,26,24,1,2,-1,-1,2,-5,0,-2,-1,-10.16,-5.08,2,2.5,-0.4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,0:30,330,785,142,1775,504,650,215
1,0,-170,150,58.82352941,150,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,115,0,1,0,19.5,0.39,0,1,0.16,1,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,165.1,115,33,26,0,-1,-1,-1,1,-6,0,0,0,2.54,7.62,7,-19.5,0,-1,0,1,,13,,,13,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,122,380,689,350,650,1555
1,0,135,-155,135,64.51612903,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,185.42,185,1,0,0,10,0.55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,33,23,1,0,0,0,1,-1,0,0,0,10.16,5.08,10,-10,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:58,298,,196,,265,,865
1,0,-120,100,83.33333333,100,5/23/2015,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Light Heavyweight,MALE,5,1,0,0,51.8,0.512,0.4,1.4,0.344,4,1,15,1,0,0,2,1,1,0,4,Orthodox,180.34,182.88,235,0,3,0,21.14285714,0.48,0.357142857,1.071428571,0.241428571,3,4,24,0,0,0,2,8,0,0,10,Orthodox,187.96,198.12,205,31,36,-1,-3,1,-6,3,-9,1,-7,1,-7.62,-15.24,-5,30.65714286,0.042857143,0.328571429,0,1,3,1,,,,,,1,,,,,,,,,,,,,3,,,,,,,,Red,SUB,Rear Naked Choke,3,2:39,759,475,275,2500,675,160,350
1,0,-420,335,23.80952381,335,5/23/2015,"Las Vegas, Nevada, USA", USA,Red,TRUE,Middleweight,MALE,5,0,3,0,10.63157895,0.508421053,0.421052632,0.315789474,0.144736842,3,6,29,5,0,0,0,10,2,1,13,Southpaw,182.88,187.96,185,0,8,0,30.25,0.45,0.875,2.5,0.74875,8,0,19,3,0,0,3,3,2,0,8,Orthodox,187.96,198.12,185,30,38,0,-5,-5,5,-6,10,2,8,0,-5.08,-10.16,-8,-19.61842105,-0.453947368,-2.184210526,0,1,3,0,,,,,,,0,,,,,,3,,,,,,,3,,,,,,14,Red,KO/TKO,Punches,1,2:53,173,375,1100,200,1400,135,575
1,0,-700,500,14.28571429,500,5/23/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,51.22222222,0.426666667,0,0,0,3,3,21,0,0,0,3,3,0,0,6,Orthodox,172.72,172.72,155,0,7,0,44.05882353,0.474705882,0.411764706,0.764705882,0.311176471,7,3,36,0,0,0,6,4,4,0,14,Orthodox,185.42,185.42,155,32,30,0,-6,-4,-8,0,-15,0,-1,-4,-12.7,-12.7,2,7.16339869,-0.411764706,-0.764705882,0,1,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Red,KO/TKO,Kick,2,4:44,584,150,900,180,2300,350,775
1,0,-500,400,20,400,5/23/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE,3,0,5,0,19.75,0.43375,0.3125,0.125,0.125,6,4,30,5,0,1,1,8,2,0,12,Orthodox,190.5,195.58,240,0,1,0,21.36363636,0.516363636,0.181818182,0.727272727,0.378181818,3,3,19,0,0,0,1,6,1,0,8,Orthodox,198.12,200.66,255,32,36,0,4,3,4,-1,11,5,2,1,-7.62,-5.08,-4,-1.61363636,0.130681818,-0.602272727,0,1,7,3,,,,,3,,,,,,,,,,,,,7,,,,,,,,,Red,KO/TKO,Punches,1,4:41,281,475,675,1250,1450,-175,650
